# Reviewed-protein consensus per KO; generated by scripts/build_kegg_swissprot_consensus.py.
# Swiss-Prot 2026_03 (uniprot_sprot.dat.gz sha256 c87208822a56e8ae); KEGG gene links sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicate	agreeing	proteins
K17655	rnase	5	5
K17675	atp_binding	15	15
K17675	atpase	15	15
K17675	hydrolase	15	15
K17678	atp_binding	22	22
K17678	atpase	22	22
K17678	hydrolase	22	22
K17679	atp_binding	11	11
K17679	atpase	11	11
K17679	hydrolase	11	11
K17680	isomerase	5	5
K17686	ion_transporter	55	55
K17686	translocase	55	55
K17686	transporter	55	55
K17687	flavin_binding	5	5
K17687	monooxygenase	5	5
K17687	oxidoreductase	5	5
K17687	oxygenase	5	5
K17716	isomerase	10	10
K17716	racemase	10	10
K17717	hydrolase	5	5
K17717	phosphodiesterase	5	5
K17732	cytoplasmic	10	12
K17732	hydrolase	11	12
K17732	metal_binding	11	12
K17732	peptidase	11	12
K17732	protease	11	12
K17735	dehydrogenase	12	12
K17735	nad_binding	12	12
K17735	oxidoreductase	12	12
K17739	nad_binding	7	7
K17739	oxidoreductase	7	7
K17740	dehydratase	7	7
K17740	lyase	7	7
K17742	oxidoreductase	5	5
K17743	dehydrogenase	16	16
K17743	nad_binding	16	16
K17743	oxidoreductase	16	16
K17756	oxidoreductase	5	5
K17757	dehydratase	26	26
K17757	lyase	26	26
K17758	dehydratase	17	17
K17758	lyase	17	17
K17759	isomerase	81	81
K17759	racemase	81	81
K17783	oxidoreductase	7	7
K17783	sulfur_metabolism	7	7
K17807	nucleotidyltransferase	10	10
K17807	transferase	10	10
K17815	hydrolase	19	19
K17816	enzyme	5	5
K17816	hydrolase	5	5
K17828	nad_binding	95	104
K17828	oxidoreductase	104	104
K17830	oxidoreductase	38	38
K17836	hydrolase	7	7
K17839	enzyme	6	6
K17839	halogenase	6	6
K17839	oxidase	6	6
K17839	oxidoreductase	6	6
K17840	transferase	5	5
K17841	isomerase	8	8
K17841	transferase	8	8
K17861	oxidoreductase	10	10
K17861	oxygenase	10	10
K17868	esterase	5	5
K17868	hydrolase	5	5
K17869	nad_binding	7	7
K17869	oxidoreductase	7	7
K17878	methyltransferase	13	13
K17878	transferase	13	13
K17892	oxidoreductase	6	6
K17892	sulfur_metabolism	6	6
K17893	oxidoreductase	15	15
K17900	esterase	26	26
K17900	hydrolase	26	26
K17904	oxidoreductase	5	5
K17948	isomerase	41	41
K17948	racemase	41	41
K17972	transferase	9	9
K17989	lyase	9	9
K17991	oxidoreductase	9	9
K17991	peroxidase	9	9
K18015	cysteine_protease	9	9
K18015	hydrolase	9	9
K18015	protease	9	9
K18024	carbohydrate_esterase	6	6
K18024	enzyme	6	6
K18024	esterase	6	6
K18024	hydrolase	6	6
K18024	phosphatase	6	6
K18024	phosphoprotein_phosphatase	6	6
K18041	hydrolase	15	15
K18041	phosphatase	15	15
K18043	hydrolase	11	11
K18043	phosphatase	11	11
K18045	enzyme	7	8
K18045	hydrolase	8	8
K18050	kinase	6	6
K18050	serine_threonine_kinase	6	6
K18050	transferase	6	6
K18081	hydrolase	11	11
K18081	phosphatase	11	11
K18082	hydrolase	7	7
K18082	phosphatase	7	7
K18083	hydrolase	12	12
K18083	phosphatase	12	12
K18105	ligase	8	8
K18105	ligase_dna	8	8
K18123	lyase	8	8
K18125	dehydrogenase	6	6
K18125	nad_binding	6	6
K18125	oxidoreductase	6	6
K18134	glycosyltransferase	9	9
K18134	transferase	9	9
K18156	hydrolase	33	33
K18156	metal_binding	33	33
K18156	peptidase	33	33
K18156	protease	33	33
K18162	methyltransferase	7	7
K18162	transferase	7	7
K18164	methyltransferase	10	10
K18164	transferase	10	10
K18195	lyase	13	13
K18201	atp_binding	5	5
K18201	kinase	5	5
K18201	transferase	5	5
K18203	methyltransferase	19	19
K18203	transferase	19	19
K18204	oxidoreductase	6	6
K18207	glycosyltransferase	11	11
K18207	transferase	11	11
K18235	lyase	15	15
K18237	isomerase	8	8
K18245	dehydratase	6	6
K18245	lyase	6	6
K18246	dehydratase	5	5
K18246	lyase	5	5
K18278	biosynthesis	7	7
K18278	cofactor_biosynthesis	7	7
K18278	sulfur_assimilation	7	7
K18278	sulfur_metabolism	7	7
K18278	thiamine_biosynthesis	7	7
K18278	transferase	7	7
K18283	hydrolase	5	5
K18283	phosphodiesterase	5	5
K18309	transferase	5	5
K18327	hydrolase	17	17
K18328	hydrolase	14	14
K18328	phosphodiesterase	14	14
K18334	dehydratase	5	5
K18334	lyase	5	5
K18336	hydrolase	8	8
K18342	hydrolase	10	11
K18342	peptidase	10	11
K18342	protease	10	11
K18365	lyase	31	31
K18366	nad_binding	30	30
K18366	oxidoreductase	30	30
K18384	dehydratase	5	5
K18384	lyase	5	5
K18408	atp_binding	17	17
K18408	atpase	17	17
K18408	hydrolase	17	17
K18417	hydrolase	5	5
K18422	isomerase	7	7
K18424	hydrolase	7	7
K18426	decarboxylase	7	7
K18426	lyase	7	7
K18458	amidase	7	7
K18458	hydrolase	7	7
K18477	methyltransferase	13	13
K18477	transferase	13	13
K18532	atp_binding	41	41
K18532	kinase	41	41
K18532	transferase	41	41
K18549	hydrolase	6	6
K18549	peptidase	6	6
K18549	protease	6	6
K18550	hydrolase	11	11
K18550	phosphatase	11	11
K18575	hydrolase	7	7
K18576	carbohydrate_active	15	16
K18576	glycosidase	15	16
K18576	hydrolase	15	16
K18580	carbohydrate_active	12	12
K18580	glycosidase	12	12
K18580	hydrolase	12	12
K18586	decarboxylase	83	83
K18586	lyase	83	83
K18589	nad_binding	5	5
K18589	oxidoreductase	5	5
K18592	hydrolase	12	12
K18592	peptidase	12	12
K18592	protease	12	12
K18592	transferase	12	12
K18655	atp_binding	35	35
K18655	atpase	35	35
K18655	hydrolase	35	35
K18656	atp_binding	5	5
K18656	atpase	5	5
K18656	hydrolase	5	5
K18660	ligase	6	6
K18660	synthetase	6	6
K18668	hydrolase	10	10
K18669	kinase	13	13
K18669	transferase	13	13
K18670	kinase	5	5
K18670	transferase	5	5
K18672	nucleotidyltransferase	9	9
K18672	transferase	9	9
K18674	atp_binding	6	6
K18674	kinase	6	6
K18674	transferase	6	6
K18681	exonuclease	8	8
K18681	hydrolase	8	8
K18681	nuclease	8	8
K18681	rnase	8	8
K18682	hydrolase	219	219
K18688	ligase	6	6
K18688	synthetase	6	6
K18691	lyase	115	115
K18693	hydrolase	12	13
K18693	phosphatase	12	13
K18695	hydrolase	5	5
K18696	hydrolase	6	6
K18696	phosphodiesterase	6	6
K18699	hydrolase	12	12
K18709	nucleotidyltransferase	6	6
K18709	transferase	6	6
K18729	hydrolase	8	8
K18750	abi_domain	7	7
K18750	defense_component	7	7
K18750	hydrolase	7	7
K18750	regulator	7	7
K18750	regulatory	7	7
K18750	stress_response	7	7
K18764	hydrolase	5	5
K18764	phosphatase	5	5
K18767	hydrolase	10	10
K18779	glycosyltransferase	35	35
K18779	transferase	35	35
K18792	hydrolase	5	5
K18816	transferase	7	7
K18819	glycosyltransferase	10	10
K18819	transferase	10	10
K18826	methyltransferase	5	5
K18826	transferase	5	5
K18828	hydrolase	8	8
K18849	methyltransferase	8	8
K18849	transferase	8	8
K18851	transferase	16	16
K18857	dehydrogenase	11	11
K18857	nad_binding	11	11
K18857	oxidoreductase	11	11
K18889	translocase	6	6
K18889	transporter	6	6
K18890	translocase	8	9
K18890	transporter	8	9
K18910	isomerase	5	5
K18910	racemase	5	5
K18914	nad_binding	9	9
K18914	oxidoreductase	9	9
K18931	glycosyltransferase	29	29
K18931	transferase	29	29
K18932	transferase	52	52
K18933	decarboxylase	31	31
K18933	lyase	31	31
K18940	sensor_kinase	14	14
K18940	transferase	14	14
K18940	two_component	14	14
K18963	nucleotidyltransferase	5	5
K18963	transferase	5	5
K18964	nucleotidyltransferase	18	18
K18964	transferase	18	18
K18966	decarboxylase	6	6
K18966	lyase	6	6
K18979	oxidoreductase	31	31
K18995	atp_binding	5	5
K18995	atpase	5	5
K18995	hydrolase	5	5
K19001	atp_binding	5	5
K19001	atpase	5	5
K19001	hydrolase	5	5
K19005	transferase	15	17
K19029	hydrolase	5	5
K19029	phosphatase	5	5
K19030	atp_binding	5	5
K19030	hydrolase	5	5
K19030	kinase	5	5
K19030	phosphatase	5	5
K19030	transferase	5	5
K19040	transferase	5	5
K19048	hydrolase	20	20
K19054	metal_binding	10	10
K19054	oxidoreductase	10	10
K19077	sensor_kinase	18	18
K19077	transferase	18	18
K19077	two_component	18	18
K19158	hydrolase	7	7
K19177	transferase	5	5
K19199	methyltransferase	10	10
K19199	transferase	10	10
K19222	hydrolase	12	12
K19236	transferase	11	11
K19266	nad_binding	6	6
K19266	oxidoreductase	6	6
K19268	isomerase	8	8
K19268	mutase	8	8
K19269	hydrolase	8	8
K19269	phosphatase	8	8
K19271	transferase	14	14
K19283	hydrolase	5	5
K19283	phosphatase	5	5
K19285	nad_binding	15	15
K19285	oxidoreductase	15	15
K19288	hydrolase	13	13
K19288	peptidase	13	13
K19288	protease	13	13
K19304	hydrolase	8	8
K19304	metal_binding	8	8
K19304	peptidase	8	8
K19304	protease	8	8
K19305	hydrolase	35	35
K19305	metal_binding	35	35
K19305	peptidase	35	35
K19305	protease	35	35
K19306	methyltransferase	7	7
K19306	transferase	7	7
K19329	dehydrogenase	6	6
K19329	nad_binding	6	6
K19329	oxidoreductase	6	6
K19347	membrane	7	7
K19355	carbohydrate_active	30	30
K19355	glycosidase	30	30
K19355	hydrolase	30	30
K19356	oxidoreductase	20	20
K19356	oxygenase	20	20
K19357	carbohydrate_active	9	9
K19357	glycosidase	9	9
K19357	hydrolase	9	9
K19358	atp_binding	5	5
K19358	atpase	5	5
K19358	cysteine_protease	5	5
K19358	hydrolase	5	5
K19358	nucleotidyltransferase	5	5
K19358	peptidase	5	5
K19358	protease	5	5
K19358	transferase	5	5
K19389	nucleotidyltransferase	5	5
K19389	transferase	5	5
K19390	hydrolase	5	5
K19404	esterase	9	9
K19404	hydrolase	9	9
K19405	transferase	66	66
K19467	cell_surface	8	9
K19467	secreted	8	9
K19469	dioxygenase	5	5
K19469	oxidoreductase	5	5
K19469	oxygenase	5	5
K19511	oxidoreductase	13	13
K19511	peroxidase	12	13
K19572	hydrolase	6	6
K19573	transferase	26	26
K19583	atp_binding	6	6
K19583	kinase	6	6
K19583	transferase	6	6
K19584	kinase	5	5
K19584	serine_threonine_kinase	5	5
K19584	transferase	5	5
K19603	kinase	7	7
K19603	regulator	7	7
K19603	regulatory	7	7
K19603	serine_threonine_kinase	7	7
K19603	transferase	7	7
K19619	hydrolase	8	8
K19619	phosphodiesterase	8	8
K19662	kinase	7	7
K19662	serine_threonine_kinase	7	7
K19662	transferase	7	7
K19663	kinase	5	5
K19663	serine_threonine_kinase	5	5
K19663	transferase	5	5
K19664	nucleotidyltransferase	54	54
K19664	transferase	54	54
K19668	carbohydrate_active	12	12
K19668	glycosidase	12	12
K19668	hydrolase	12	12
K19686	hydrolase	16	16
K19696	glycosyltransferase	14	14
K19696	transferase	14	14
K19697	atp_binding	9	9
K19697	kinase	9	9
K19697	transferase	9	9
K19703	monooxygenase	6	6
K19703	oxidoreductase	6	6
K19703	oxygenase	6	6
K19761	lyase	7	7
K19770	hydrolase	9	10
K19784	nad_binding	9	9
K19784	oxidoreductase	9	9
K19786	atp_binding	8	8
K19786	kinase	8	8
K19786	transferase	8	8
K19787	methyltransferase	8	8
K19787	transferase	8	8
K19791	oxidoreductase	11	11
K19801	atp_binding	15	15
K19801	kinase	15	15
K19801	transferase	15	15
K19802	enzyme	13	16
K19802	epimerase	13	16
K19802	isomerase	16	16
K19802	racemase	16	16
K19810	isomerase	5	5
K19810	mutase	5	5
K19833	kinase	5	5
K19833	serine_threonine_kinase	5	5
K19833	transferase	5	5
K19861	transferase	5	5
K19882	esterase	15	15
K19882	hydrolase	15	15
K19947	monooxygenase	11	11
K19947	nad_binding	11	11
K19947	oxidoreductase	11	11
K19947	oxygenase	11	11
K19969	lyase	6	6
K20003	transferase	18	18
K20011	oxidoreductase	7	7
K20011	peroxidase	7	7
K20021	lyase	5	5
K20027	transferase	12	12
K20028	transferase	25	26
K20029	transferase	9	9
K20030	transferase	13	13
K20031	transferase	8	8
K20032	transferase	27	28
K20074	hydrolase	13	13
K20074	phosphatase	13	13
K20092	atp_binding	5	5
K20092	atpase	5	5
K20092	hydrolase	5	5
K20093	atp_binding	6	6
K20093	atpase	6	6
K20093	hydrolase	6	6
K20102	regulator	9	11
K20102	regulatory	9	11
K20103	atp_binding	5	5
K20103	atpase	5	5
K20103	hydrolase	5	5
K20118	atp_binding	37	37
K20118	kinase	37	37
K20118	transferase	37	37
K20178	cytoplasmic	5	5
K20181	cytoplasmic	7	8
K20201	hydrolase	15	15
K20201	phosphatase	13	15
K20205	oxidoreductase	5	5
K20205	peroxidase	5	5
K20215	methyltransferase	51	51
K20215	transferase	51	51
K20217	transferase	8	9
K20238	methyltransferase	6	6
K20238	transferase	6	6
K20278	hydrolase	5	5
K20278	phosphatase	5	5
K20279	carbohydrate_esterase	11	13
K20279	enzyme	11	13
K20279	esterase	11	13
K20279	hydrolase	13	13
K20279	phosphatase	13	13
K20405	regulator	5	5
K20405	regulatory	5	5
K20463	cytoplasmic	7	7
K20509	ion_transporter	10	10
K20509	translocase	10	10
K20509	transporter	10	10
K20534	glycosyltransferase	9	9
K20534	transferase	9	9
K20542	carbohydrate_active	6	6
K20542	glycosidase	6	6
K20542	hydrolase	6	6
K20547	carbohydrate_active	15	15
K20547	glycosidase	15	15
K20547	hydrolase	15	15
K20600	kinase	5	5
K20600	serine_threonine_kinase	5	5
K20600	transferase	5	5
K20619	oxidoreductase	7	7
K20619	oxygenase	7	7
K20667	enzyme	7	8
K20667	halogenase	7	8
K20667	monooxygenase	8	8
K20667	oxidase	7	8
K20667	oxidoreductase	8	8
K20667	oxygenase	8	8
K20715	kinase	5	5
K20715	serine_threonine_kinase	5	5
K20715	tonb_dependent_receptor	5	5
K20715	transferase	5	5
K20718	kinase	5	5
K20718	serine_threonine_kinase	5	5
K20718	transferase	5	5
K20741	cysteine_protease	15	15
K20741	hydrolase	15	15
K20741	protease	15	15
K20773	hydrolase	6	6
K20779	transferase	6	6
K20782	glycosyltransferase	5	5
K20782	transferase	5	5
K20791	transferase	11	11
K20793	transferase	9	10
K20794	transferase	6	6
K20796	methyltransferase	5	5
K20796	transferase	5	5
K20798	methyltransferase	11	11
K20798	transferase	11	11
K20804	transferase	8	8
K20827	hydrolase	12	12
K20827	phosphatase	12	12
K20830	carbohydrate_active	6	6
K20830	glycosidase	6	6
K20830	hydrolase	6	6
K20838	transferase	13	13
K20843	biosynthesis	5	5
K20843	carbohydrate_active	5	5
K20843	cytoplasmic	5	5
K20843	enzyme	5	5
K20843	glycosyltransferase	5	5
K20843	membrane	5	5
K20843	transferase	5	5
K20844	carbohydrate_active	6	6
K20844	glycosidase	6	6
K20844	hydrolase	6	6
K20855	glycosyltransferase	7	7
K20855	transferase	7	7
K20858	abc_permease	13	16
K20858	ion_transporter	14	16
K20858	metal_transporter	14	16
K20858	transporter	14	16
K20869	glycosyltransferase	9	9
K20869	transferase	9	9
K20870	glycosyltransferase	7	7
K20870	transferase	7	7
K20872	kinase	6	6
K20872	serine_threonine_kinase	6	6
K20872	transferase	6	6
K20877	kinase	5	5
K20877	serine_threonine_kinase	5	5
K20877	transferase	5	5
K20886	glycosyltransferase	6	6
K20886	transferase	6	6
K20890	cytoplasmic	5	5
K20890	glycosyltransferase	5	5
K20890	transferase	5	5
K20899	gtp_binding	6	6
K20899	hydrolase	6	6
K20923	glycosyltransferase	8	8
K20923	transferase	8	8
K20924	glycosyltransferase	8	8
K20924	transferase	8	8
K20967	lyase	6	6
K21027	sulfurtransferase	12	12
K21027	transferase	12	12
K21029	nucleotidyltransferase	5	5
K21029	transferase	5	5
K21030	nucleotidyltransferase	38	38
K21030	transferase	38	38
K21031	nucleotidyltransferase	6	6
K21031	transferase	6	6
K21032	glycosyltransferase	5	5
K21032	transferase	5	5
K21053	hydrolase	56	56
K21071	atp_binding	32	32
K21071	kinase	32	32
K21071	transferase	32	32
K21075	cysteine_protease	11	11
K21075	hydrolase	11	11
K21075	peptidase	11	11
K21075	protease	11	11
K21081	nucleotidyltransferase	6	6
K21081	transferase	6	6
K21085	nucleotidyltransferase	11	11
K21085	transferase	11	11
K21121	transferase	7	7
K21138	hydrolase	5	5
K21286	amidase	21	21
K21286	hydrolase	21	21
K21306	glycosyltransferase	9	9
K21306	transferase	9	9
K21310	methyltransferase	5	5
K21310	transferase	5	5
K21315	nucleotidyltransferase	20	20
K21315	transferase	20	20
K21316	hydrolase	5	5
K21316	nucleotidyltransferase	5	5
K21316	transferase	5	5
K21343	hydrolase	10	11
K21343	peptidase	10	11
K21343	protease	10	11
K21403	hydrolase	5	5
K21403	phosphatase	5	5
K21420	transferase	187	187
K21421	nad_binding	6	6
K21421	oxidoreductase	6	6
K21431	decarboxylase	10	10
K21431	lyase	10	10
K21456	ligase	9	9
K21456	synthetase	9	9
K21469	hydrolase	17	17
K21469	peptidase	16	17
K21469	protease	16	17
K21478	amidase	8	8
K21478	hydrolase	8	8
K21480	flavin_binding	8	8
K21480	monooxygenase	8	8
K21480	oxidoreductase	8	8
K21480	oxygenase	8	8
K21505	atp_binding	7	7
K21505	atpase	7	7
K21505	hydrolase	7	7
K21506	kinase	5	5
K21506	serine_threonine_kinase	5	5
K21506	transferase	5	5
K21516	methyltransferase	7	7
K21516	transferase	7	7
K21517	hydrolase	9	9
K21518	kinase	5	5
K21518	serine_threonine_kinase	5	5
K21518	transferase	5	5
K21519	atp_binding	12	12
K21519	atpase	12	12
K21519	hydrolase	12	12
K21567	nad_binding	145	145
K21567	oxidoreductase	145	145
K21568	biosynthesis	8	8
K21568	enzyme	8	8
K21568	halogenase	8	8
K21568	nad_binding	8	8
K21568	oxidase	8	8
K21568	oxidoreductase	8	8
K21568	secondary_metabolism	8	8
K21594	gtp_binding	52	52
K21594	hydrolase	52	52
K21596	regulator	9	11
K21596	regulatory	9	11
K21688	hydrolase	5	5
K21749	nucleotidyltransferase	6	6
K21749	transferase	6	6
K21760	dioxygenase	5	5
K21760	oxidoreductase	5	5
K21760	oxygenase	5	5
K21797	hydrolase	15	15
K21797	phosphatase	15	15
K21804	methyltransferase	7	7
K21804	transferase	7	7
K21810	isomerase	11	12
K21814	hydrolase	7	7
K21814	phosphatase	7	7
K21888	oxidoreductase	5	5
K21888	sulfur_metabolism	5	5
K21888	transferase	5	5
K21892	nitrogen_metabolism	29	29
K21892	oxidoreductase	29	29
K21892	peroxidase	29	29
K21893	nitrogen_metabolism	13	13
K21893	oxidoreductase	13	13
K21910	isomerase	9	9
K21923	nucleotidyltransferase	7	7
K21923	transferase	7	7
K21929	glycosidase	12	12
K21929	hydrolase	12	12
K21938	lyase	5	5
K21948	atp_binding	11	11
K21948	kinase	11	11
K21948	transferase	11	11
K21949	transferase	20	20
K21970	methyltransferase	6	6
K21970	transferase	6	6
K21992	transferase	5	5
K22011	lyase	9	9
K22024	dehydrogenase	20	20
K22024	nad_binding	20	20
K22024	oxidoreductase	20	20
K22048	membrane	9	11
K22078	carbohydrate_active	5	5
K22078	glycosidase	5	5
K22078	hydrolase	5	5
K22100	isomerase	7	7
K22124	nad_binding	5	5
K22124	oxidoreductase	5	5
K22124	sulfur_metabolism	5	5
K22129	atp_binding	5	5
K22129	kinase	5	5
K22129	transferase	5	5
K22130	decarboxylase	5	5
K22130	lyase	5	5
K22136	ligase	75	75
K22136	synthetase	75	75
K22148	ligase	6	6
K22148	synthetase	6	6
K22182	nad_binding	14	14
K22182	oxidoreductase	14	14
K22182	sulfur_metabolism	14	14
K22205	hydrolase	5	5
K22211	dehydratase	10	10
K22211	lyase	10	10
K22223	hydrolase	32	32
K22223	phosphatase	32	32
K22225	decarboxylase	14	14
K22225	lyase	14	14
K22278	amidase	11	11
K22278	hydrolase	11	11
K22292	hydrolase	6	6
K22292	phosphatase	6	6
K22310	transferase	5	5
K22314	hydrolase	6	6
K22324	enzyme	5	5
K22324	halogenase	5	5
K22324	monooxygenase	5	5
K22324	nad_binding	5	5
K22324	oxidase	5	5
K22324	oxidoreductase	5	5
K22324	oxygenase	5	5
K22366	nad_binding	11	13
K22366	oxidoreductase	11	13
K22366	sulfur_metabolism	11	13
K22376	transferase	7	7
K22377	transferase	11	11
K22378	transferase	8	8
K22379	transferase	5	5
K22387	hydrolase	5	5
K22387	phosphodiesterase	5	5
K22390	hydrolase	19	23
K22390	phosphatase	19	23
K22406	dioxygenase	5	5
K22406	oxidoreductase	5	5
K22406	oxygenase	5	5
K22407	dioxygenase	5	5
K22407	oxidoreductase	5	5
K22407	oxygenase	5	5
K22409	amidase	12	12
K22409	hydrolase	12	12
K22418	dehydrogenase	10	10
K22418	nad_binding	10	10
K22418	oxidoreductase	10	10
K22468	atp_binding	13	13
K22468	enzyme	11	13
K22468	kinase	13	13
K22468	phosphotransferase	11	13
K22468	transferase	13	13
K22469	endonuclease	30	30
K22469	hydrolase	30	30
K22469	nuclease	30	30
K22469	rnase	30	30
K22503	ligase	16	16
K22503	translation	16	16
K22503	trna_synthetase	16	16
K22517	transferase	6	6
K22522	glycosidase	18	18
K22522	hydrolase	18	18
K22530	translocase	8	9
K22530	transporter	8	9
K22538	isomerase	6	6
K22538	mutase	6	6
K22539	lyase	14	14
K22544	hydrolase	6	6
K22580	esterase	7	7
K22580	hydrolase	7	7
K22582	hydrolase	6	6
K22582	peptidase	6	6
K22582	protease	6	6
K22610	dioxygenase	5	5
K22610	oxidoreductase	5	5
K22610	oxygenase	5	5
K22647	hydrolase	12	13
K22647	peptidase	12	13
K22647	protease	12	13
K22683	hydrolase	12	12
K22683	peptidase	12	12
K22683	protease	12	12
K22684	cysteine_protease	41	41
K22684	hydrolase	41	41
K22684	protease	41	41
K22686	hydrolase	20	21
K22686	peptidase	20	21
K22686	protease	20	21
K22698	gtp_binding	69	69
K22698	hydrolase	69	69
K22699	glycosyltransferase	46	46
K22699	transferase	46	46
K22703	methyltransferase	5	5
K22703	transferase	5	5
K22745	oxidoreductase	11	12
K22755	transferase	24	24
K22756	transferase	7	7
K22763	hydrolase	11	11
K22763	peptidase	11	11
K22763	protease	11	11
K22795	transferase	5	5
K22807	exonuclease	10	10
K22807	hydrolase	10	10
K22807	nuclease	10	10
K22817	transferase	10	10
K22832	transferase	7	7
K22843	methyltransferase	6	6
K22843	transferase	6	6
K22855	methyltransferase	10	10
K22855	transferase	10	10
K22856	methyltransferase	5	5
K22856	transferase	5	5
K22871	transferase	5	5
K22900	methyltransferase	6	6
K22900	transferase	6	6
K22904	hydrolase	6	6
K22904	phosphatase	6	6
K22913	hydrolase	9	9
K22913	phosphatase	9	9
K22928	glycosidase	14	14
K22928	hydrolase	14	14
K22934	carbohydrate_active	6	6
K22934	enzyme	6	6
K22934	glycosidase	6	6
K22934	glycoside_hydrolase	6	6
K22934	hydrolase	6	6
K22969	dehydrogenase	11	11
K22969	nad_binding	11	11
K22969	oxidoreductase	11	11
K22990	cytoplasmic	7	8
K23010	hydrolase	7	7
K23010	metal_binding	7	7
K23010	peptidase	7	7
K23010	protease	7	7
K23023	lyase	5	5
K23033	nucleotidyltransferase	7	7
K23033	transferase	7	7
K23034	nucleotidyltransferase	5	5
K23034	transferase	5	5
K23050	nad_binding	8	8
K23050	oxidoreductase	8	8
K23093	lyase	8	8
K23095	methyltransferase	8	8
K23095	transferase	8	8
K23114	hydrolase	10	10
K23114	phosphatase	10	10
K23144	nucleotidyltransferase	7	7
K23144	transferase	7	7
K23151	methyltransferase	5	5
K23151	transferase	5	5
K23154	glycosyltransferase	5	5
K23154	transferase	5	5
K23164	oxidoreductase	6	6
K23167	nad_binding	5	5
K23167	oxidoreductase	5	5
K23169	ligase	9	9
K23169	synthetase	9	9
K23222	hydrolase	6	6
